_id,reservation,montant,methodePaiement,statut,datePaiement,createdAt,updatedAt,__v
6956e0fe33e2abe4be8bd953,6956e0fe33e2abe4be8bd94f,5761.0,CARTE_CREDIT,VALIDEE,2025-02-05,2026-01-01 21:02:54.318,2026-01-01 21:02:54.318,0
6956e0fe33e2abe4be8bd95b,6956e0fe33e2abe4be8bd957,3264.0,ESPECES,VALIDEE,2024-10-22,2026-01-01 21:02:54.336,2026-01-01 21:02:54.336,0
6956e0fe33e2abe4be8bd963,6956e0fe33e2abe4be8bd95f,3381.0,CARTE_CREDIT,VALIDEE,2025-02-21,2026-01-01 21:02:54.343,2026-01-01 21:02:54.343,0
6956e0fe33e2abe4be8bd977,6956e0fe33e2abe4be8bd973,904.0,CHEQUE,VALIDEE,2024-11-29,2026-01-01 21:02:54.367,2026-01-01 21:02:54.367,0
6956e0fe33e2abe4be8bd97f,6956e0fe33e2abe4be8bd97b,2468.0,CARTE_CREDIT,VALIDEE,2025-03-21,2026-01-01 21:02:54.376,2026-01-01 21:02:54.376,0
6956e0fe33e2abe4be8bd987,6956e0fe33e2abe4be8bd983,1512.0,CHEQUE,VALIDEE,2024-10-22,2026-01-01 21:02:54.385,2026-01-01 21:02:54.385,0
6956e0fe33e2abe4be8bd98f,6956e0fe33e2abe4be8bd98b,3966.0,CHEQUE,VALIDEE,2025-02-13,2026-01-01 21:02:54.392,2026-01-01 21:02:54.392,0
6956e0fe33e2abe4be8bd997,6956e0fe33e2abe4be8bd993,1028.0,VIREMENT,VALIDEE,2025-01-30,2026-01-01 21:02:54.398,2026-01-01 21:02:54.398,0
6956e0fe33e2abe4be8bd9a2,6956e0fe33e2abe4be8bd99e,162.0,ESPECES,VALIDEE,2024-10-29,2026-01-01 21:02:54.409,2026-01-01 21:02:54.409,0
6956e0fe33e2abe4be8bd9ad,6956e0fe33e2abe4be8bd9a9,2675.0,VIREMENT,VALIDEE,2025-01-08,2026-01-01 21:02:54.420,2026-01-01 21:02:54.420,0
6956e0fe33e2abe4be8bd9b5,6956e0fe33e2abe4be8bd9b1,2871.3999999999996,CHEQUE,VALIDEE,2025-02-06,2026-01-01 21:02:54.427,2026-01-01 21:02:54.427,0
6956e0fe33e2abe4be8bd9c0,6956e0fe33e2abe4be8bd9bc,1254.3999999999999,ESPECES,VALIDEE,2024-10-15,2026-01-01 21:02:54.438,2026-01-01 21:02:54.438,0
6956e0fe33e2abe4be8bd9d1,6956e0fe33e2abe4be8bd9cd,700.0,ESPECES,VALIDEE,2025-01-23,2026-01-01 21:02:54.451,2026-01-01 21:02:54.451,0
6956e0fe33e2abe4be8bd9de,6956e0fe33e2abe4be8bd9da,786.0,VIREMENT,VALIDEE,2025-03-06,2026-01-01 21:02:54.465,2026-01-01 21:02:54.465,0
6956e0fe33e2abe4be8bd9e9,6956e0fe33e2abe4be8bd9e5,1010.0,ESPECES,VALIDEE,2025-01-17,2026-01-01 21:02:54.477,2026-01-01 21:02:54.477,0
6956e0fe33e2abe4be8bd9f1,6956e0fe33e2abe4be8bd9ed,1746.0,VIREMENT,VALIDEE,2025-02-28,2026-01-01 21:02:54.485,2026-01-01 21:02:54.485,0
6956e0fe33e2abe4be8bd9fe,6956e0fe33e2abe4be8bd9fa,926.0,CHEQUE,VALIDEE,2025-03-20,2026-01-01 21:02:54.496,2026-01-01 21:02:54.496,0
6956e0fe33e2abe4be8bda06,6956e0fe33e2abe4be8bda02,3558.0,ESPECES,VALIDEE,2024-12-21,2026-01-01 21:02:54.502,2026-01-01 21:02:54.502,0
6956e0fe33e2abe4be8bda18,6956e0fe33e2abe4be8bda14,2618.0,CARTE_CREDIT,VALIDEE,2025-02-05,2026-01-01 21:02:54.513,2026-01-01 21:02:54.513,0
6956e0fe33e2abe4be8bda23,6956e0fe33e2abe4be8bda1f,2094.0,VIREMENT,VALIDEE,2025-01-11,2026-01-01 21:02:54.521,2026-01-01 21:02:54.521,0
6956e0fe33e2abe4be8bda2b,6956e0fe33e2abe4be8bda27,1408.3999999999999,CARTE_CREDIT,VALIDEE,2025-02-12,2026-01-01 21:02:54.527,2026-01-01 21:02:54.527,0
6956e0fe33e2abe4be8bda33,6956e0fe33e2abe4be8bda2f,149.0,VIREMENT,VALIDEE,2024-12-12,2026-01-01 21:02:54.533,2026-01-01 21:02:54.533,0
6956e0fe33e2abe4be8bda3b,6956e0fe33e2abe4be8bda37,2681.0,CHEQUE,VALIDEE,2025-01-19,2026-01-01 21:02:54.539,2026-01-01 21:02:54.539,0
6956e0fe33e2abe4be8bda4e,6956e0fe33e2abe4be8bda4a,3465.0,VIREMENT,VALIDEE,2024-12-16,2026-01-01 21:02:54.554,2026-01-01 21:02:54.554,0
6956e0fe33e2abe4be8bda59,6956e0fe33e2abe4be8bda55,4026.0,CARTE_CREDIT,VALIDEE,2025-03-29,2026-01-01 21:02:54.562,2026-01-01 21:02:54.562,0
6956e0fe33e2abe4be8bda64,6956e0fe33e2abe4be8bda60,2300.0,ESPECES,VALIDEE,2025-01-11,2026-01-01 21:02:54.569,2026-01-01 21:02:54.569,0
6956e0fe33e2abe4be8bda6c,6956e0fe33e2abe4be8bda68,1119.3,CHEQUE,VALIDEE,2025-02-06,2026-01-01 21:02:54.574,2026-01-01 21:02:54.574,0
6956e0fe33e2abe4be8bda74,6956e0fe33e2abe4be8bda70,2800.0,VIREMENT,VALIDEE,2024-10-25,2026-01-01 21:02:54.579,2026-01-01 21:02:54.579,0
6956e0fe33e2abe4be8bda7c,6956e0fe33e2abe4be8bda78,700.0,CHEQUE,VALIDEE,2024-11-09,2026-01-01 21:02:54.585,2026-01-01 21:02:54.585,0
6956e0fe33e2abe4be8bda84,6956e0fe33e2abe4be8bda80,447.0,CHEQUE,VALIDEE,2024-11-23,2026-01-01 21:02:54.591,2026-01-01 21:02:54.591,0
6956e0fe33e2abe4be8bda8c,6956e0fe33e2abe4be8bda88,909.0,ESPECES,VALIDEE,2024-12-12,2026-01-01 21:02:54.596,2026-01-01 21:02:54.596,0
6956e0fe33e2abe4be8bda97,6956e0fe33e2abe4be8bda93,1830.0,CARTE_CREDIT,VALIDEE,2025-02-22,2026-01-01 21:02:54.604,2026-01-01 21:02:54.604,0
6956e0fe33e2abe4be8bda9f,6956e0fe33e2abe4be8bda9b,2960.0,VIREMENT,VALIDEE,2025-03-03,2026-01-01 21:02:54.609,2026-01-01 21:02:54.609,0
6956e0fe33e2abe4be8bdaaf,6956e0fe33e2abe4be8bdaab,844.0,ESPECES,VALIDEE,2024-12-29,2026-01-01 21:02:54.619,2026-01-01 21:02:54.619,0
6956e0fe33e2abe4be8bdab7,6956e0fe33e2abe4be8bdab3,1498.0,VIREMENT,VALIDEE,2024-10-21,2026-01-01 21:02:54.625,2026-01-01 21:02:54.625,0
6956e0fe33e2abe4be8bdabf,6956e0fe33e2abe4be8bdabb,663.5999999999999,VIREMENT,VALIDEE,2024-12-05,2026-01-01 21:02:54.630,2026-01-01 21:02:54.630,0
6956e0fe33e2abe4be8bdac7,6956e0fe33e2abe4be8bdac3,268.0,ESPECES,VALIDEE,2024-11-23,2026-01-01 21:02:54.635,2026-01-01 21:02:54.635,0
6956e0fe33e2abe4be8bdacf,6956e0fe33e2abe4be8bdacb,4641.0,CHEQUE,VALIDEE,2024-10-23,2026-01-01 21:02:54.640,2026-01-01 21:02:54.640,0
6956e0fe33e2abe4be8bdad7,6956e0fe33e2abe4be8bdad3,1010.8,CHEQUE,VALIDEE,2024-10-13,2026-01-01 21:02:54.645,2026-01-01 21:02:54.645,0
6956e0fe33e2abe4be8bdadf,6956e0fe33e2abe4be8bdadb,466.9,ESPECES,VALIDEE,2025-04-05,2026-01-01 21:02:54.651,2026-01-01 21:02:54.651,0
6956e0fe33e2abe4be8bdaec,6956e0fe33e2abe4be8bdae8,460.0,ESPECES,VALIDEE,2025-02-17,2026-01-01 21:02:54.662,2026-01-01 21:02:54.662,0
6956e0fe33e2abe4be8bdaf4,6956e0fe33e2abe4be8bdaf0,1760.0,VIREMENT,VALIDEE,2024-11-08,2026-01-01 21:02:54.672,2026-01-01 21:02:54.672,0
6956e0fe33e2abe4be8bdaff,6956e0fe33e2abe4be8bdafb,615.0,CHEQUE,VALIDEE,2025-03-20,2026-01-01 21:02:54.680,2026-01-01 21:02:54.680,0
6956e0fe33e2abe4be8bdb0a,6956e0fe33e2abe4be8bdb06,1120.0,CHEQUE,VALIDEE,2024-11-29,2026-01-01 21:02:54.690,2026-01-01 21:02:54.690,0
6956e0fe33e2abe4be8bdb12,6956e0fe33e2abe4be8bdb0e,3976.0,VIREMENT,VALIDEE,2025-03-07,2026-01-01 21:02:54.697,2026-01-01 21:02:54.697,0
6956e0fe33e2abe4be8bdb1a,6956e0fe33e2abe4be8bdb16,1152.0,CHEQUE,VALIDEE,2025-02-25,2026-01-01 21:02:54.704,2026-01-01 21:02:54.704,0
6956e0fe33e2abe4be8bdb2d,6956e0fe33e2abe4be8bdb29,2273.6,ESPECES,VALIDEE,2024-11-21,2026-01-01 21:02:54.719,2026-01-01 21:02:54.719,0
6956e0fe33e2abe4be8bdb35,6956e0fe33e2abe4be8bdb31,1836.0,CHEQUE,VALIDEE,2025-02-18,2026-01-01 21:02:54.724,2026-01-01 21:02:54.724,0
6956e0fe33e2abe4be8bdb43,6956e0fe33e2abe4be8bdb3f,1161.0,VIREMENT,VALIDEE,2024-10-09,2026-01-01 21:02:54.734,2026-01-01 21:02:54.734,0
6956e0fe33e2abe4be8bdb55,6956e0fe33e2abe4be8bdb51,912.0,VIREMENT,VALIDEE,2024-12-19,2026-01-01 21:02:54.748,2026-01-01 21:02:54.748,0
6956e0fe33e2abe4be8bdb5d,6956e0fe33e2abe4be8bdb59,1506.0,VIREMENT,VALIDEE,2024-11-25,2026-01-01 21:02:54.752,2026-01-01 21:02:54.752,0
6956e0fe33e2abe4be8bdb68,6956e0fe33e2abe4be8bdb64,1341.0,CARTE_CREDIT,VALIDEE,2024-11-12,2026-01-01 21:02:54.762,2026-01-01 21:02:54.762,0
6956e0fe33e2abe4be8bdb70,6956e0fe33e2abe4be8bdb6c,1206.0,ESPECES,VALIDEE,2025-02-07,2026-01-01 21:02:54.768,2026-01-01 21:02:54.768,0
6956e0fe33e2abe4be8bdb78,6956e0fe33e2abe4be8bdb74,1335.0,VIREMENT,VALIDEE,2024-12-13,2026-01-01 21:02:54.774,2026-01-01 21:02:54.774,0
6956e0fe33e2abe4be8bdb80,6956e0fe33e2abe4be8bdb7c,921.0,CHEQUE,VALIDEE,2025-01-22,2026-01-01 21:02:54.781,2026-01-01 21:02:54.781,0
6956e0fe33e2abe4be8bdb8b,6956e0fe33e2abe4be8bdb87,1152.0,CARTE_CREDIT,VALIDEE,2024-12-12,2026-01-01 21:02:54.791,2026-01-01 21:02:54.791,0
6956e0fe33e2abe4be8bdb93,6956e0fe33e2abe4be8bdb8f,3085.0,CHEQUE,VALIDEE,2024-12-07,2026-01-01 21:02:54.797,2026-01-01 21:02:54.797,0
6956e0fe33e2abe4be8bdb9e,6956e0fe33e2abe4be8bdb9a,588.0,CHEQUE,VALIDEE,2024-12-11,2026-01-01 21:02:54.804,2026-01-01 21:02:54.804,0
6956e0fe33e2abe4be8bdba9,6956e0fe33e2abe4be8bdba5,1226.0,CARTE_CREDIT,VALIDEE,2025-01-22,2026-01-01 21:02:54.811,2026-01-01 21:02:54.811,0
6956e0fe33e2abe4be8bdbb1,6956e0fe33e2abe4be8bdbad,548.0,VIREMENT,VALIDEE,2024-10-15,2026-01-01 21:02:54.816,2026-01-01 21:02:54.816,0
6956e0fe33e2abe4be8bdbb9,6956e0fe33e2abe4be8bdbb5,521.0,CARTE_CREDIT,VALIDEE,2024-11-21,2026-01-01 21:02:54.822,2026-01-01 21:02:54.822,0
6956e0fe33e2abe4be8bdbc6,6956e0fe33e2abe4be8bdbc2,2526.0,CHEQUE,VALIDEE,2025-02-17,2026-01-01 21:02:54.836,2026-01-01 21:02:54.836,0
6956e0fe33e2abe4be8bdbd4,6956e0fe33e2abe4be8bdbd0,656.0,ESPECES,VALIDEE,2025-03-09,2026-01-01 21:02:54.847,2026-01-01 21:02:54.847,0
6956e0fe33e2abe4be8bdbdc,6956e0fe33e2abe4be8bdbd8,2615.0,CARTE_CREDIT,VALIDEE,2025-02-20,2026-01-01 21:02:54.851,2026-01-01 21:02:54.851,0
6956e0fe33e2abe4be8bdbe4,6956e0fe33e2abe4be8bdbe0,1464.0,ESPECES,VALIDEE,2025-02-08,2026-01-01 21:02:54.856,2026-01-01 21:02:54.856,0
6956e0fe33e2abe4be8bdbec,6956e0fe33e2abe4be8bdbe8,2151.0,CHEQUE,VALIDEE,2024-11-22,2026-01-01 21:02:54.862,2026-01-01 21:02:54.862,0
6956e0fe33e2abe4be8bdbf4,6956e0fe33e2abe4be8bdbf0,1956.0,CARTE_CREDIT,VALIDEE,2025-01-22,2026-01-01 21:02:54.867,2026-01-01 21:02:54.867,0
6956e0fe33e2abe4be8bdc01,6956e0fe33e2abe4be8bdbfd,5327.0,CHEQUE,VALIDEE,2024-11-19,2026-01-01 21:02:54.878,2026-01-01 21:02:54.878,0
6956e0fe33e2abe4be8bdc09,6956e0fe33e2abe4be8bdc05,2640.0,CARTE_CREDIT,VALIDEE,2025-03-31,2026-01-01 21:02:54.886,2026-01-01 21:02:54.886,0
6956e0fe33e2abe4be8bdc11,6956e0fe33e2abe4be8bdc0d,410.0,CHEQUE,VALIDEE,2025-03-27,2026-01-01 21:02:54.893,2026-01-01 21:02:54.893,0
6956e0fe33e2abe4be8bdc1e,6956e0fe33e2abe4be8bdc1a,1620.0,VIREMENT,VALIDEE,2024-11-12,2026-01-01 21:02:54.901,2026-01-01 21:02:54.901,0
6956e0fe33e2abe4be8bdc29,6956e0fe33e2abe4be8bdc25,708.0,CHEQUE,VALIDEE,2025-01-21,2026-01-01 21:02:54.910,2026-01-01 21:02:54.910,0
6956e0fe33e2abe4be8bdc31,6956e0fe33e2abe4be8bdc2d,1598.0,VIREMENT,VALIDEE,2024-11-02,2026-01-01 21:02:54.915,2026-01-01 21:02:54.915,0
6956e0fe33e2abe4be8bdc3c,6956e0fe33e2abe4be8bdc38,2008.9999999999998,VIREMENT,VALIDEE,2024-10-11,2026-01-01 21:02:54.922,2026-01-01 21:02:54.922,0
6956e0fe33e2abe4be8bdc44,6956e0fe33e2abe4be8bdc40,1686.0,CHEQUE,VALIDEE,2024-12-26,2026-01-01 21:02:54.930,2026-01-01 21:02:54.930,0
6956e0fe33e2abe4be8bdc4c,6956e0fe33e2abe4be8bdc48,581.0,CHEQUE,VALIDEE,2024-11-28,2026-01-01 21:02:54.935,2026-01-01 21:02:54.935,0
6956e0fe33e2abe4be8bdc57,6956e0fe33e2abe4be8bdc53,252.0,CHEQUE,VALIDEE,2024-11-04,2026-01-01 21:02:54.945,2026-01-01 21:02:54.945,0
6956e0fe33e2abe4be8bdc64,6956e0fe33e2abe4be8bdc60,1250.0,VIREMENT,VALIDEE,2025-03-19,2026-01-01 21:02:54.954,2026-01-01 21:02:54.954,0
6956e0fe33e2abe4be8bdc6c,6956e0fe33e2abe4be8bdc68,2200.0,VIREMENT,VALIDEE,2024-10-14,2026-01-01 21:02:54.960,2026-01-01 21:02:54.960,0
6956e0fe33e2abe4be8bdc74,6956e0fe33e2abe4be8bdc70,1415.0,CHEQUE,VALIDEE,2024-11-29,2026-01-01 21:02:54.965,2026-01-01 21:02:54.965,0
6956e0fe33e2abe4be8bdc82,6956e0fe33e2abe4be8bdc7e,2724.0,CARTE_CREDIT,VALIDEE,2025-03-25,2026-01-01 21:02:54.984,2026-01-01 21:02:54.984,0
6956e0ff33e2abe4be8bdc97,6956e0fe33e2abe4be8bdc93,1460.0,VIREMENT,VALIDEE,2024-11-15,2026-01-01 21:02:55.000,2026-01-01 21:02:55.000,0
6956e0ff33e2abe4be8bdca2,6956e0ff33e2abe4be8bdc9e,600.0,CHEQUE,VALIDEE,2025-01-10,2026-01-01 21:02:55.009,2026-01-01 21:02:55.009,0
6956e0ff33e2abe4be8bdcb0,6956e0ff33e2abe4be8bdcac,4746.0,VIREMENT,VALIDEE,2025-01-16,2026-01-01 21:02:55.026,2026-01-01 21:02:55.026,0
6956e0ff33e2abe4be8bdcbb,6956e0ff33e2abe4be8bdcb7,3432.0,CHEQUE,VALIDEE,2025-03-26,2026-01-01 21:02:55.036,2026-01-01 21:02:55.036,0
6956e0ff33e2abe4be8bdcc8,6956e0ff33e2abe4be8bdcc4,4116.0,CHEQUE,VALIDEE,2024-11-14,2026-01-01 21:02:55.044,2026-01-01 21:02:55.044,0
6956e0ff33e2abe4be8bdcd3,6956e0ff33e2abe4be8bdccf,2992.0,ESPECES,VALIDEE,2025-02-25,2026-01-01 21:02:55.053,2026-01-01 21:02:55.053,0
6956e0ff33e2abe4be8bdcdb,6956e0ff33e2abe4be8bdcd7,667.0,VIREMENT,VALIDEE,2025-02-27,2026-01-01 21:02:55.060,2026-01-01 21:02:55.060,0
6956e0ff33e2abe4be8bdce3,6956e0ff33e2abe4be8bdcdf,1776.0,CARTE_CREDIT,VALIDEE,2025-02-17,2026-01-01 21:02:55.066,2026-01-01 21:02:55.066,0
6956e0ff33e2abe4be8bdcf3,6956e0ff33e2abe4be8bdcef,1370.0,ESPECES,VALIDEE,2025-03-08,2026-01-01 21:02:55.083,2026-01-01 21:02:55.083,0
6956e0ff33e2abe4be8bdcfb,6956e0ff33e2abe4be8bdcf7,3318.0,CHEQUE,VALIDEE,2025-02-24,2026-01-01 21:02:55.088,2026-01-01 21:02:55.088,0
6956e0ff33e2abe4be8bdd11,6956e0ff33e2abe4be8bdd0d,1016.0,CHEQUE,VALIDEE,2024-12-02,2026-01-01 21:02:55.102,2026-01-01 21:02:55.102,0
6956e0ff33e2abe4be8bdd19,6956e0ff33e2abe4be8bdd15,1396.0,ESPECES,VALIDEE,2024-12-08,2026-01-01 21:02:55.110,2026-01-01 21:02:55.110,0
6956e0ff33e2abe4be8bdd21,6956e0ff33e2abe4be8bdd1d,912.0,VIREMENT,VALIDEE,2025-01-08,2026-01-01 21:02:55.117,2026-01-01 21:02:55.117,0
6956e0ff33e2abe4be8bdd29,6956e0ff33e2abe4be8bdd25,3171.0,CARTE_CREDIT,VALIDEE,2025-02-16,2026-01-01 21:02:55.122,2026-01-01 21:02:55.122,0
6956e0ff33e2abe4be8bdd34,6956e0ff33e2abe4be8bdd30,728.0,ESPECES,VALIDEE,2025-01-22,2026-01-01 21:02:55.130,2026-01-01 21:02:55.130,0
6956e0ff33e2abe4be8bdd41,6956e0ff33e2abe4be8bdd3d,214.0,ESPECES,VALIDEE,2024-11-29,2026-01-01 21:02:55.138,2026-01-01 21:02:55.138,0
6956e0ff33e2abe4be8bdd4c,6956e0ff33e2abe4be8bdd48,521.0,CARTE_CREDIT,VALIDEE,2024-10-16,2026-01-01 21:02:55.145,2026-01-01 21:02:55.145,0
6956e0ff33e2abe4be8bdd54,6956e0ff33e2abe4be8bdd50,2936.0,ESPECES,VALIDEE,2025-03-21,2026-01-01 21:02:55.150,2026-01-01 21:02:55.150,0
6956e0ff33e2abe4be8bdd5c,6956e0ff33e2abe4be8bdd58,1170.0,ESPECES,VALIDEE,2025-03-23,2026-01-01 21:02:55.158,2026-01-01 21:02:55.158,0
6956e0ff33e2abe4be8bdd64,6956e0ff33e2abe4be8bdd60,2632.0,CARTE_CREDIT,VALIDEE,2025-03-29,2026-01-01 21:02:55.165,2026-01-01 21:02:55.165,0
6956e0ff33e2abe4be8bdd71,6956e0ff33e2abe4be8bdd6d,4725.0,CHEQUE,VALIDEE,2025-03-10,2026-01-01 21:02:55.172,2026-01-01 21:02:55.172,0
6956e0ff33e2abe4be8bdd81,6956e0ff33e2abe4be8bdd7d,2982.0,CHEQUE,VALIDEE,2025-03-01,2026-01-01 21:02:55.184,2026-01-01 21:02:55.184,0
6956e0ff33e2abe4be8bdd89,6956e0ff33e2abe4be8bdd85,1486.0,CHEQUE,VALIDEE,2025-02-02,2026-01-01 21:02:55.189,2026-01-01 21:02:55.189,0
6956e0ff33e2abe4be8bdd9c,6956e0ff33e2abe4be8bdd98,2139.0,CHEQUE,VALIDEE,2024-12-30,2026-01-01 21:02:55.203,2026-01-01 21:02:55.203,0
6956e0ff33e2abe4be8bdda4,6956e0ff33e2abe4be8bdda0,1324.0,ESPECES,VALIDEE,2024-12-09,2026-01-01 21:02:55.210,2026-01-01 21:02:55.210,0
6956e0ff33e2abe4be8bddac,6956e0ff33e2abe4be8bdda8,291.0,CARTE_CREDIT,VALIDEE,2025-02-01,2026-01-01 21:02:55.216,2026-01-01 21:02:55.216,0
6956e0ff33e2abe4be8bddba,6956e0ff33e2abe4be8bddb6,1967.0,CARTE_CREDIT,VALIDEE,2025-02-03,2026-01-01 21:02:55.225,2026-01-01 21:02:55.225,0
6956e0ff33e2abe4be8bddc2,6956e0ff33e2abe4be8bddbe,974.0,CHEQUE,VALIDEE,2024-12-18,2026-01-01 21:02:55.230,2026-01-01 21:02:55.230,0
6956e0ff33e2abe4be8bddd2,6956e0ff33e2abe4be8bddce,1885.0,CHEQUE,VALIDEE,2024-12-23,2026-01-01 21:02:55.240,2026-01-01 21:02:55.240,0
6956e0ff33e2abe4be8bdde8,6956e0ff33e2abe4be8bdde4,2676.0,CHEQUE,VALIDEE,2024-12-21,2026-01-01 21:02:55.260,2026-01-01 21:02:55.260,0
6956e0ff33e2abe4be8bddf0,6956e0ff33e2abe4be8bddec,3178.0,VIREMENT,VALIDEE,2024-12-13,2026-01-01 21:02:55.266,2026-01-01 21:02:55.266,0
6956e0ff33e2abe4be8bde0d,6956e0ff33e2abe4be8bde09,832.0,VIREMENT,VALIDEE,2024-10-26,2026-01-01 21:02:55.284,2026-01-01 21:02:55.284,0
6956e0ff33e2abe4be8bde15,6956e0ff33e2abe4be8bde11,4482.0,CARTE_CREDIT,VALIDEE,2025-02-02,2026-01-01 21:02:55.289,2026-01-01 21:02:55.289,0
