_id,hotel,nom,description,prix,actif,createdAt,updatedAt,__v
6956e0fd33e2abe4be8bd2d4,6956e0fd33e2abe4be8bd2ac,Transfert aéroport,Service premium: Transfert aéroport,71,True,2026-01-01 21:02:53.288,2026-01-01 21:02:53.288,0
6956e0fd33e2abe4be8bd2d6,6956e0fd33e2abe4be8bd2ac,Service voiturier 24h,Service premium: Service voiturier 24h,228,True,2026-01-01 21:02:53.299,2026-01-01 21:02:53.299,0
6956e0fd33e2abe4be8bd2d8,6956e0fd33e2abe4be8bd2ac,Massage relaxant 90min,Service premium: Massage relaxant 90min,61,True,2026-01-01 21:02:53.301,2026-01-01 21:02:53.301,0
6956e0fd33e2abe4be8bd2da,6956e0fd33e2abe4be8bd2ac,Location voiture,Service premium: Location voiture,159,True,2026-01-01 21:02:53.303,2026-01-01 21:02:53.303,0
6956e0fd33e2abe4be8bd2dc,6956e0fd33e2abe4be8bd2ac,Massage relaxant 60min,Service premium: Massage relaxant 60min,82,True,2026-01-01 21:02:53.304,2026-01-01 21:02:53.304,0
6956e0fd33e2abe4be8bd2de,6956e0fd33e2abe4be8bd2ac,Séance fitness personnel,Service premium: Séance fitness personnel,225,True,2026-01-01 21:02:53.305,2026-01-01 21:02:53.305,0
6956e0fd33e2abe4be8bd2e0,6956e0fd33e2abe4be8bd2ac,Excursion privée guidée,Service premium: Excursion privée guidée,132,True,2026-01-01 21:02:53.307,2026-01-01 21:02:53.307,0
6956e0fd33e2abe4be8bd2e2,6956e0fd33e2abe4be8bd2ac,Séance fitness personnel,Service premium: Séance fitness personnel,167,True,2026-01-01 21:02:53.308,2026-01-01 21:02:53.308,0
6956e0fd33e2abe4be8bd2e4,6956e0fd33e2abe4be8bd2ac,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,111,True,2026-01-01 21:02:53.310,2026-01-01 21:02:53.310,0
6956e0fd33e2abe4be8bd2e6,6956e0fd33e2abe4be8bd2ac,Room service 24h,Service premium: Room service 24h,146,True,2026-01-01 21:02:53.311,2026-01-01 21:02:53.311,0
6956e0fd33e2abe4be8bd2e8,6956e0fd33e2abe4be8bd2ac,Accès Spa & Wellness,Service premium: Accès Spa & Wellness,171,True,2026-01-01 21:02:53.312,2026-01-01 21:02:53.312,0
6956e0fd33e2abe4be8bd2ea,6956e0fd33e2abe4be8bd2ac,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,30,True,2026-01-01 21:02:53.313,2026-01-01 21:02:53.313,0
6956e0fd33e2abe4be8bd2ed,6956e0fd33e2abe4be8bd2ae,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,158,True,2026-01-01 21:02:53.339,2026-01-01 21:02:53.339,0
6956e0fd33e2abe4be8bd2ef,6956e0fd33e2abe4be8bd2ae,Transfert aéroport,Service premium: Transfert aéroport,243,True,2026-01-01 21:02:53.342,2026-01-01 21:02:53.342,0
6956e0fd33e2abe4be8bd2f1,6956e0fd33e2abe4be8bd2ae,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,90,True,2026-01-01 21:02:53.343,2026-01-01 21:02:53.343,0
6956e0fd33e2abe4be8bd2f3,6956e0fd33e2abe4be8bd2ae,Location voiture,Service premium: Location voiture,120,True,2026-01-01 21:02:53.345,2026-01-01 21:02:53.345,0
6956e0fd33e2abe4be8bd2f5,6956e0fd33e2abe4be8bd2ae,Massage relaxant 90min,Service premium: Massage relaxant 90min,54,True,2026-01-01 21:02:53.346,2026-01-01 21:02:53.346,0
6956e0fd33e2abe4be8bd2f7,6956e0fd33e2abe4be8bd2ae,Massage relaxant 90min,Service premium: Massage relaxant 90min,113,True,2026-01-01 21:02:53.347,2026-01-01 21:02:53.347,0
6956e0fd33e2abe4be8bd2f9,6956e0fd33e2abe4be8bd2ae,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,203,True,2026-01-01 21:02:53.349,2026-01-01 21:02:53.349,0
6956e0fd33e2abe4be8bd2fb,6956e0fd33e2abe4be8bd2ae,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,230,False,2026-01-01 21:02:53.350,2026-01-01 21:02:53.350,0
6956e0fd33e2abe4be8bd2fd,6956e0fd33e2abe4be8bd2ae,Service voiturier 24h,Service premium: Service voiturier 24h,44,True,2026-01-01 21:02:53.351,2026-01-01 21:02:53.351,0
6956e0fd33e2abe4be8bd2ff,6956e0fd33e2abe4be8bd2ae,Massage relaxant 60min,Service premium: Massage relaxant 60min,150,False,2026-01-01 21:02:53.352,2026-01-01 21:02:53.352,0
6956e0fd33e2abe4be8bd301,6956e0fd33e2abe4be8bd2ae,Cours de yoga privé,Service premium: Cours de yoga privé,177,True,2026-01-01 21:02:53.352,2026-01-01 21:02:53.352,0
6956e0fd33e2abe4be8bd304,6956e0fd33e2abe4be8bd2b0,Massage relaxant 90min,Service premium: Massage relaxant 90min,112,True,2026-01-01 21:02:53.355,2026-01-01 21:02:53.355,0
6956e0fd33e2abe4be8bd306,6956e0fd33e2abe4be8bd2b0,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,150,False,2026-01-01 21:02:53.357,2026-01-01 21:02:53.357,0
6956e0fd33e2abe4be8bd308,6956e0fd33e2abe4be8bd2b0,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,159,True,2026-01-01 21:02:53.358,2026-01-01 21:02:53.358,0
6956e0fd33e2abe4be8bd30a,6956e0fd33e2abe4be8bd2b0,Excursion privée guidée,Service premium: Excursion privée guidée,39,True,2026-01-01 21:02:53.359,2026-01-01 21:02:53.359,0
6956e0fd33e2abe4be8bd30c,6956e0fd33e2abe4be8bd2b0,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,51,True,2026-01-01 21:02:53.360,2026-01-01 21:02:53.360,0
6956e0fd33e2abe4be8bd30e,6956e0fd33e2abe4be8bd2b0,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,129,True,2026-01-01 21:02:53.361,2026-01-01 21:02:53.361,0
6956e0fd33e2abe4be8bd310,6956e0fd33e2abe4be8bd2b0,Cours de yoga privé,Service premium: Cours de yoga privé,202,True,2026-01-01 21:02:53.361,2026-01-01 21:02:53.361,0
6956e0fd33e2abe4be8bd312,6956e0fd33e2abe4be8bd2b0,Dîner gastronomique,Service premium: Dîner gastronomique,125,True,2026-01-01 21:02:53.362,2026-01-01 21:02:53.362,0
6956e0fd33e2abe4be8bd314,6956e0fd33e2abe4be8bd2b0,Séance fitness personnel,Service premium: Séance fitness personnel,154,True,2026-01-01 21:02:53.363,2026-01-01 21:02:53.363,0
6956e0fd33e2abe4be8bd316,6956e0fd33e2abe4be8bd2b0,Bouquet de fleurs,Service premium: Bouquet de fleurs,34,True,2026-01-01 21:02:53.365,2026-01-01 21:02:53.365,0
6956e0fd33e2abe4be8bd319,6956e0fd33e2abe4be8bd2b2,Location voiture,Service premium: Location voiture,185,True,2026-01-01 21:02:53.367,2026-01-01 21:02:53.367,0
6956e0fd33e2abe4be8bd31b,6956e0fd33e2abe4be8bd2b2,Location vélo électrique,Service premium: Location vélo électrique,197,True,2026-01-01 21:02:53.368,2026-01-01 21:02:53.368,0
6956e0fd33e2abe4be8bd31d,6956e0fd33e2abe4be8bd2b2,Massage premium spécial,Service premium: Massage premium spécial,203,False,2026-01-01 21:02:53.369,2026-01-01 21:02:53.369,0
6956e0fd33e2abe4be8bd31f,6956e0fd33e2abe4be8bd2b2,Location voiture,Service premium: Location voiture,45,True,2026-01-01 21:02:53.370,2026-01-01 21:02:53.370,0
6956e0fd33e2abe4be8bd321,6956e0fd33e2abe4be8bd2b2,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,168,True,2026-01-01 21:02:53.371,2026-01-01 21:02:53.371,0
6956e0fd33e2abe4be8bd323,6956e0fd33e2abe4be8bd2b2,Location vélo électrique,Service premium: Location vélo électrique,163,True,2026-01-01 21:02:53.372,2026-01-01 21:02:53.372,0
6956e0fd33e2abe4be8bd325,6956e0fd33e2abe4be8bd2b2,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,180,False,2026-01-01 21:02:53.374,2026-01-01 21:02:53.374,0
6956e0fd33e2abe4be8bd327,6956e0fd33e2abe4be8bd2b2,Accès Spa & Wellness,Service premium: Accès Spa & Wellness,228,True,2026-01-01 21:02:53.375,2026-01-01 21:02:53.375,0
6956e0fd33e2abe4be8bd329,6956e0fd33e2abe4be8bd2b2,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,80,True,2026-01-01 21:02:53.377,2026-01-01 21:02:53.377,0
6956e0fd33e2abe4be8bd32b,6956e0fd33e2abe4be8bd2b2,Massage relaxant 60min,Service premium: Massage relaxant 60min,32,True,2026-01-01 21:02:53.379,2026-01-01 21:02:53.379,0
6956e0fd33e2abe4be8bd32d,6956e0fd33e2abe4be8bd2b2,Séance fitness personnel,Service premium: Séance fitness personnel,207,True,2026-01-01 21:02:53.380,2026-01-01 21:02:53.380,0
6956e0fd33e2abe4be8bd330,6956e0fd33e2abe4be8bd2b4,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,234,True,2026-01-01 21:02:53.386,2026-01-01 21:02:53.386,0
6956e0fd33e2abe4be8bd332,6956e0fd33e2abe4be8bd2b4,Excursion privée guidée,Service premium: Excursion privée guidée,188,True,2026-01-01 21:02:53.387,2026-01-01 21:02:53.387,0
6956e0fd33e2abe4be8bd334,6956e0fd33e2abe4be8bd2b4,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,238,True,2026-01-01 21:02:53.390,2026-01-01 21:02:53.390,0
6956e0fd33e2abe4be8bd336,6956e0fd33e2abe4be8bd2b4,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,204,True,2026-01-01 21:02:53.392,2026-01-01 21:02:53.392,0
6956e0fd33e2abe4be8bd338,6956e0fd33e2abe4be8bd2b4,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,33,True,2026-01-01 21:02:53.393,2026-01-01 21:02:53.393,0
6956e0fd33e2abe4be8bd33a,6956e0fd33e2abe4be8bd2b4,Dîner gastronomique,Service premium: Dîner gastronomique,244,True,2026-01-01 21:02:53.395,2026-01-01 21:02:53.395,0
6956e0fd33e2abe4be8bd33c,6956e0fd33e2abe4be8bd2b4,Bouquet de fleurs,Service premium: Bouquet de fleurs,85,True,2026-01-01 21:02:53.396,2026-01-01 21:02:53.396,0
6956e0fd33e2abe4be8bd33e,6956e0fd33e2abe4be8bd2b4,Massage relaxant 60min,Service premium: Massage relaxant 60min,40,True,2026-01-01 21:02:53.398,2026-01-01 21:02:53.398,0
6956e0fd33e2abe4be8bd340,6956e0fd33e2abe4be8bd2b4,Location vélo électrique,Service premium: Location vélo électrique,227,True,2026-01-01 21:02:53.399,2026-01-01 21:02:53.399,0
6956e0fd33e2abe4be8bd342,6956e0fd33e2abe4be8bd2b4,Excursion privée guidée,Service premium: Excursion privée guidée,86,True,2026-01-01 21:02:53.400,2026-01-01 21:02:53.400,0
6956e0fd33e2abe4be8bd344,6956e0fd33e2abe4be8bd2b4,Massage relaxant 60min,Service premium: Massage relaxant 60min,41,True,2026-01-01 21:02:53.401,2026-01-01 21:02:53.401,0
6956e0fd33e2abe4be8bd346,6956e0fd33e2abe4be8bd2b4,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,44,True,2026-01-01 21:02:53.402,2026-01-01 21:02:53.402,0
6956e0fd33e2abe4be8bd349,6956e0fd33e2abe4be8bd2b6,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,131,True,2026-01-01 21:02:53.405,2026-01-01 21:02:53.405,0
6956e0fd33e2abe4be8bd34b,6956e0fd33e2abe4be8bd2b6,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,41,True,2026-01-01 21:02:53.406,2026-01-01 21:02:53.406,0
6956e0fd33e2abe4be8bd34d,6956e0fd33e2abe4be8bd2b6,Massage premium spécial,Service premium: Massage premium spécial,242,False,2026-01-01 21:02:53.407,2026-01-01 21:02:53.407,0
6956e0fd33e2abe4be8bd34f,6956e0fd33e2abe4be8bd2b6,Séance fitness personnel,Service premium: Séance fitness personnel,174,False,2026-01-01 21:02:53.408,2026-01-01 21:02:53.408,0
6956e0fd33e2abe4be8bd351,6956e0fd33e2abe4be8bd2b6,Cours de yoga privé,Service premium: Cours de yoga privé,83,True,2026-01-01 21:02:53.409,2026-01-01 21:02:53.409,0
6956e0fd33e2abe4be8bd353,6956e0fd33e2abe4be8bd2b6,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,219,False,2026-01-01 21:02:53.410,2026-01-01 21:02:53.410,0
6956e0fd33e2abe4be8bd355,6956e0fd33e2abe4be8bd2b6,Massage premium spécial,Service premium: Massage premium spécial,118,True,2026-01-01 21:02:53.411,2026-01-01 21:02:53.411,0
6956e0fd33e2abe4be8bd357,6956e0fd33e2abe4be8bd2b6,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,174,True,2026-01-01 21:02:53.412,2026-01-01 21:02:53.412,0
6956e0fd33e2abe4be8bd359,6956e0fd33e2abe4be8bd2b6,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,145,True,2026-01-01 21:02:53.412,2026-01-01 21:02:53.412,0
6956e0fd33e2abe4be8bd35b,6956e0fd33e2abe4be8bd2b6,Massage relaxant 90min,Service premium: Massage relaxant 90min,57,True,2026-01-01 21:02:53.413,2026-01-01 21:02:53.413,0
6956e0fd33e2abe4be8bd35e,6956e0fd33e2abe4be8bd2b8,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,156,True,2026-01-01 21:02:53.416,2026-01-01 21:02:53.416,0
6956e0fd33e2abe4be8bd360,6956e0fd33e2abe4be8bd2b8,Location voiture,Service premium: Location voiture,110,True,2026-01-01 21:02:53.417,2026-01-01 21:02:53.417,0
6956e0fd33e2abe4be8bd362,6956e0fd33e2abe4be8bd2b8,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,206,True,2026-01-01 21:02:53.418,2026-01-01 21:02:53.418,0
6956e0fd33e2abe4be8bd364,6956e0fd33e2abe4be8bd2b8,Excursion privée guidée,Service premium: Excursion privée guidée,59,False,2026-01-01 21:02:53.419,2026-01-01 21:02:53.419,0
6956e0fd33e2abe4be8bd366,6956e0fd33e2abe4be8bd2b8,Massage relaxant 90min,Service premium: Massage relaxant 90min,107,True,2026-01-01 21:02:53.419,2026-01-01 21:02:53.419,0
6956e0fd33e2abe4be8bd368,6956e0fd33e2abe4be8bd2b8,Parking privé couvert,Service premium: Parking privé couvert,56,False,2026-01-01 21:02:53.420,2026-01-01 21:02:53.420,0
6956e0fd33e2abe4be8bd36a,6956e0fd33e2abe4be8bd2b8,Location voiture,Service premium: Location voiture,114,True,2026-01-01 21:02:53.421,2026-01-01 21:02:53.421,0
6956e0fd33e2abe4be8bd36c,6956e0fd33e2abe4be8bd2b8,Massage relaxant 90min,Service premium: Massage relaxant 90min,34,False,2026-01-01 21:02:53.422,2026-01-01 21:02:53.422,0
6956e0fd33e2abe4be8bd36e,6956e0fd33e2abe4be8bd2b8,Excursion privée guidée,Service premium: Excursion privée guidée,38,True,2026-01-01 21:02:53.423,2026-01-01 21:02:53.423,0
6956e0fd33e2abe4be8bd370,6956e0fd33e2abe4be8bd2b8,Massage premium spécial,Service premium: Massage premium spécial,207,True,2026-01-01 21:02:53.424,2026-01-01 21:02:53.424,0
6956e0fd33e2abe4be8bd373,6956e0fd33e2abe4be8bd2ba,Massage premium spécial,Service premium: Massage premium spécial,238,True,2026-01-01 21:02:53.429,2026-01-01 21:02:53.429,0
6956e0fd33e2abe4be8bd375,6956e0fd33e2abe4be8bd2ba,Massage premium spécial,Service premium: Massage premium spécial,231,True,2026-01-01 21:02:53.430,2026-01-01 21:02:53.430,0
6956e0fd33e2abe4be8bd377,6956e0fd33e2abe4be8bd2ba,Bouquet de fleurs,Service premium: Bouquet de fleurs,212,True,2026-01-01 21:02:53.431,2026-01-01 21:02:53.431,0
6956e0fd33e2abe4be8bd379,6956e0fd33e2abe4be8bd2ba,Massage premium spécial,Service premium: Massage premium spécial,72,False,2026-01-01 21:02:53.432,2026-01-01 21:02:53.432,0
6956e0fd33e2abe4be8bd37b,6956e0fd33e2abe4be8bd2ba,Room service 24h,Service premium: Room service 24h,168,True,2026-01-01 21:02:53.433,2026-01-01 21:02:53.433,0
6956e0fd33e2abe4be8bd37d,6956e0fd33e2abe4be8bd2ba,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,189,True,2026-01-01 21:02:53.435,2026-01-01 21:02:53.435,0
6956e0fd33e2abe4be8bd37f,6956e0fd33e2abe4be8bd2ba,Cours de yoga privé,Service premium: Cours de yoga privé,152,True,2026-01-01 21:02:53.436,2026-01-01 21:02:53.436,0
6956e0fd33e2abe4be8bd381,6956e0fd33e2abe4be8bd2ba,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,73,True,2026-01-01 21:02:53.437,2026-01-01 21:02:53.437,0
6956e0fd33e2abe4be8bd383,6956e0fd33e2abe4be8bd2ba,Accès Spa & Wellness,Service premium: Accès Spa & Wellness,25,True,2026-01-01 21:02:53.438,2026-01-01 21:02:53.438,0
6956e0fd33e2abe4be8bd385,6956e0fd33e2abe4be8bd2ba,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,175,True,2026-01-01 21:02:53.439,2026-01-01 21:02:53.439,0
6956e0fd33e2abe4be8bd387,6956e0fd33e2abe4be8bd2ba,Petit-déjeuner continental,Service premium: Petit-déjeuner continental,164,True,2026-01-01 21:02:53.440,2026-01-01 21:02:53.440,0
6956e0fd33e2abe4be8bd389,6956e0fd33e2abe4be8bd2ba,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,217,True,2026-01-01 21:02:53.442,2026-01-01 21:02:53.442,0
6956e0fd33e2abe4be8bd38c,6956e0fd33e2abe4be8bd2bc,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,94,True,2026-01-01 21:02:53.444,2026-01-01 21:02:53.444,0
6956e0fd33e2abe4be8bd38e,6956e0fd33e2abe4be8bd2bc,Massage relaxant 60min,Service premium: Massage relaxant 60min,110,True,2026-01-01 21:02:53.445,2026-01-01 21:02:53.445,0
6956e0fd33e2abe4be8bd390,6956e0fd33e2abe4be8bd2bc,Petit-déjeuner en chambre,Service premium: Petit-déjeuner en chambre,168,True,2026-01-01 21:02:53.446,2026-01-01 21:02:53.446,0
6956e0fd33e2abe4be8bd392,6956e0fd33e2abe4be8bd2bc,Séance fitness personnel,Service premium: Séance fitness personnel,187,True,2026-01-01 21:02:53.446,2026-01-01 21:02:53.446,0
6956e0fd33e2abe4be8bd394,6956e0fd33e2abe4be8bd2bc,Parking privé couvert,Service premium: Parking privé couvert,216,True,2026-01-01 21:02:53.447,2026-01-01 21:02:53.447,0
6956e0fd33e2abe4be8bd396,6956e0fd33e2abe4be8bd2bc,Préparation spéciale chambre,Service premium: Préparation spéciale chambre,82,True,2026-01-01 21:02:53.448,2026-01-01 21:02:53.448,0
6956e0fd33e2abe4be8bd398,6956e0fd33e2abe4be8bd2bc,Location vélo électrique,Service premium: Location vélo électrique,78,True,2026-01-01 21:02:53.449,2026-01-01 21:02:53.449,0
6956e0fd33e2abe4be8bd39a,6956e0fd33e2abe4be8bd2bc,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,101,True,2026-01-01 21:02:53.450,2026-01-01 21:02:53.450,0
6956e0fd33e2abe4be8bd39c,6956e0fd33e2abe4be8bd2bc,Parking privé couvert,Service premium: Parking privé couvert,145,True,2026-01-01 21:02:53.451,2026-01-01 21:02:53.451,0
6956e0fd33e2abe4be8bd39e,6956e0fd33e2abe4be8bd2bc,Séance fitness personnel,Service premium: Séance fitness personnel,154,True,2026-01-01 21:02:53.452,2026-01-01 21:02:53.452,0
6956e0fd33e2abe4be8bd3a0,6956e0fd33e2abe4be8bd2bc,Baby-sitting professionnel,Service premium: Baby-sitting professionnel,206,True,2026-01-01 21:02:53.452,2026-01-01 21:02:53.452,0
6956e0fd33e2abe4be8bd3a3,6956e0fd33e2abe4be8bd2be,Bouquet de fleurs,Service premium: Bouquet de fleurs,154,True,2026-01-01 21:02:53.455,2026-01-01 21:02:53.455,0
6956e0fd33e2abe4be8bd3a5,6956e0fd33e2abe4be8bd2be,Dîner gastronomique,Service premium: Dîner gastronomique,126,True,2026-01-01 21:02:53.456,2026-01-01 21:02:53.456,0
6956e0fd33e2abe4be8bd3a7,6956e0fd33e2abe4be8bd2be,Transfert aéroport,Service premium: Transfert aéroport,147,True,2026-01-01 21:02:53.457,2026-01-01 21:02:53.457,0
6956e0fd33e2abe4be8bd3a9,6956e0fd33e2abe4be8bd2be,Champagne & amuse-bouches,Service premium: Champagne & amuse-bouches,58,True,2026-01-01 21:02:53.458,2026-01-01 21:02:53.458,0
